ID,Book,PDF page,Printed page,Section,Content,Type,Classification,Severity,Frequency,Friction,Priority,Current App Path,Searchable? / tested query,Context-linked?,Table view?,Problem,Recommended minimal fix,Need ID,Solution categories,Workflows
sd-omens-variant,Sölitary Defilement,5,3,SD Omens variant,SD Omens variant,Rule,PARTIAL,P1,4,4,16,Reference Desk → rule:sd.solo-variant,indirect: SD Omens variant,no,n/a,The solo-variant reference names the option but omits the maximum-four limit and the choice to reroll one or both dice.,Add a concise source-specific reference; keep existing tables canonical.,sd-omens-variant,QUICK_RULE,Solo
sd-misery-variant,Sölitary Defilement,5,3,SD escalating daily Miseries,SD escalating daily Miseries,Rule,PARTIAL,P1,5,4,20,Reference Desk → rule:sd.solo-variant,indirect: SD escalating daily Miseries,no,n/a,The reference acknowledges a separate variant without the die-step schedule and new-Misery trigger. The normal calendar alone is not this optional procedure.,Add a concise source-specific reference; keep existing tables canonical.,sd-misery-variant,QUICK_RULE,Solo; Travel
sd-powers-variant,Sölitary Defilement,5,3,SD Power casting / two-die failure interpretation,SD Power casting / two-die failure interpretation,Rule,PARTIAL,P1,4,4,16,Reference Desk → rule:sd.solo-variant,indirect: SD Power casting / two-die failure interpretation,no,n/a,The source-specific exception for Power failures and single-die combat is not fully explained by the short solo-variant notice.,Add a concise source-specific reference; keep existing tables canonical.,sd-powers-variant,QUICK_RULE,Solo
sd-begin-adventure,Sölitary Defilement,7,5,Begin an Adventure,Begin an Adventure,Procedure,MISSING,P2,3,5,15,Reference Desk → no matching usable reference,no: Begin an Adventure,no,n/a,Milestone counts by adventure length have no usable quick reference or matching search result.,Add a concise source-specific reference; keep existing tables canonical.,sd-begin-adventure,QUICK_RULE,Solo
sd-complete-milestone,Sölitary Defilement,7,5,Complete a Milestone,Complete a Milestone,Procedure,MISSING,P2,2,5,10,Reference Desk → no matching usable reference,no: Complete a Milestone,no,n/a,The milestone-triggered Getting Better instruction is not linked from an SD adventure reference.,Add a concise source-specific reference; keep existing tables canonical.,sd-complete-milestone,QUICK_RULE,Solo
sd-conclude-adventure,Sölitary Defilement,7,5,Conclude an Adventure,Conclude an Adventure,Procedure,MISSING,P2,3,5,15,Reference Desk → no matching usable reference,no: Conclude an Adventure,no,n/a,"The Omens move, length-dependent DR and Strong/Weak/Fail completion branches are absent.",Add a concise source-specific reference; keep existing tables canonical.,sd-conclude-adventure,QUICK_RULE,Solo
sd-microcrawl,Sölitary Defilement,20,18,General / outdoor Micro-crawl,General / outdoor Micro-crawl,Procedure,MISSING,P2,3,5,15,Reference Desk → no matching usable reference,no: General / outdoor Micro-crawl,no,n/a,"The d4 waypoint procedure and its descriptor/exit guidance are absent. AitC City Micro-crawl is a different, available procedure.",Add a concise source-specific reference; keep existing tables canonical.,sd-microcrawl,QUICK_RULE,Solo; Travel
sd-creature-cult-farmwife,Sölitary Defilement,36,34,Cult Farmwife,Cult Farmwife,Creature,PARTIAL,P2,2,4,8,Reference Desk → oracle:sd.example.farmwife.action,indirect: Cult Farmwife,no,n/a,The example prints a usable creature definition; the current creature reference index contains no matching complete definition. Only the per-round action table is present.,"Add a fixed, source-labeled creature reference; retain the example/scenario context.",sd-creature-cult-farmwife,TABLE_VIEW,Dungeon; Monster
sd-creature-sacrificial-shades,Sölitary Defilement,36,34,Sacrificial Shades,Sacrificial Shades,Creature,MISSING,P2,2,5,10,Reference Desk → no matching usable reference,no: Sacrificial Shades,no,n/a,The example prints a usable creature definition; the current creature reference index contains no matching complete definition. ,"Add a fixed, source-labeled creature reference; retain the example/scenario context.",sd-creature-sacrificial-shades,MONSTER_REFERENCE,Dungeon; Monster
sd-creature-cult-enforcers,Sölitary Defilement,36,34,Cult Enforcers,Cult Enforcers,Creature,MISSING,P2,2,5,10,Reference Desk → no matching usable reference,no: Cult Enforcers,no,n/a,The example prints a usable creature definition; the current creature reference index contains no matching complete definition. ,"Add a fixed, source-labeled creature reference; retain the example/scenario context.",sd-creature-cult-enforcers,MONSTER_REFERENCE,Dungeon; Monster
sd-creature-farm-cultists,Sölitary Defilement,36,34,Farm Cultists,Farm Cultists,Creature,MISSING,P2,2,5,10,Reference Desk → no matching usable reference,no: Farm Cultists,no,n/a,The example prints a usable creature definition; the current creature reference index contains no matching complete definition. Do not substitute a base Scum entry where the scenario changes the attack.,"Add a fixed, source-labeled creature reference; retain the example/scenario context.",sd-creature-farm-cultists,MONSTER_REFERENCE,Dungeon; Monster
depths-threat-rating,Sölitary Depths,9,6,Threat Rating,Threat Rating,Rule,RESOLVED,—,4,1,4,Reference Desk → rule:depths.threat-rating,yes: Threat Rating,yes,n/a,The canonical table has usable original results and visible roll ranges; no additional mandatory rule is needed for this standalone lookup.,None.,depths-threat-rating,,Dungeon
depths-detection,Sölitary Depths,10,7,Encountering Enemies,Encountering Enemies,Rule,RESOLVED,—,4,1,4,Reference Desk → rule:depths.enemy-detection,yes: Encountering Enemies,yes,n/a,The canonical table has usable original results and visible roll ranges; no additional mandatory rule is needed for this standalone lookup.,None.,depths-detection,,Dungeon
depths-doors,Sölitary Depths,10,7,Locked Doors and Obstacles,Locked Doors and Obstacles,Rule,RESOLVED,—,4,1,4,Reference Desk → rule:depths.locked-doors,yes: Locked Doors and Obstacles,yes,n/a,The canonical table has usable original results and visible roll ranges; no additional mandatory rule is needed for this standalone lookup.,None.,depths-doors,,Dungeon
depths-time-noise,Sölitary Depths,11,8,Defer / Make Noise,Defer / Make Noise,Rule,RESOLVED,—,4,1,4,Reference Desk → rule:depths.time-noise,yes: Defer / Make Noise,yes,n/a,The canonical table has usable original results and visible roll ranges; no additional mandatory rule is needed for this standalone lookup.,None.,depths-time-noise,,Dungeon
depths-trap-resolution,Sölitary Depths,12; 13,"9, 10","Detect, Disarm and Survive a Trap","Detect, Disarm and Survive a Trap",Rule,RESOLVED,—,4,1,4,Reference Desk → rule:depths.traps,"yes: Detect, Disarm and Survive a Trap",yes,n/a,The canonical table has usable original results and visible roll ranges; no additional mandatory rule is needed for this standalone lookup.,None.,depths-trap-resolution,,Dungeon
depths-orakle-odds,Sölitary Depths,6,3,Orakle likelihood selection and random events,Orakle likelihood selection and random events,Procedure,PRESENT_BUT_INDIRECT,P2,5,2,10,Reference Desk → oracle:depths.orakle / oracle:depths.randomEventFocus / oracle:depths.chaosPortents.action / oracle:depths.chaosPortents.subject,indirect: Orakle likelihood selection and random events,no,yes,"Likelihood dice and repeated-10 event instructions are retained in the Orakle SOURCE note; they are not lost, but the ordinary result is only Yes/No/Event. Event Focus and Chaos are separate searchable tables.",Promote the existing compact use instructions and link Event Focus / Chaos after an event result.,depths-orakle-odds,QUICK_RULE; RESULT_LINK,Solo
depths-orakle-dr,Sölitary Depths,7; 9,"4, 6",Optional Orakle Difficulty Rating procedure,Optional Orakle Difficulty Rating procedure,Procedure,MISSING,P2,3,5,15,Reference Desk → oracle:depths.orakle,indirect: Optional Orakle Difficulty Rating procedure,no,n/a,"The optional Yes-derived DR, limits/modifiers and TR adjustment are not in the current usable rule references or Orakle data.",Add a compact optional rule alongside Orakle; preserve the difference from the default yes/no procedure.,depths-orakle-dr,QUICK_RULE,Solo; Dungeon
depths-rare-five-card,Sölitary Depths,16; 17; 18; 19,"13, 14, 15, 16",Five-card Rare Monster construction,Five-card Rare Monster construction,Procedure,PARTIAL,P1,4,4,16,Reference Desk → rule:depths.rareMonster → TABLE / SOURCE,indirect: Five-card Rare Monster construction,no,yes,"Card look, feature, intention and special tables exist, but the card 3–5 HP/armor/morale/damage computation and repeated double-spade dependency are not fully specified in rule:depths.rareMonster. A player still needs PDF18–19 to construct the stat block.","Add the complete concise numbered card procedure, including clamping, face values, suits and conditional extra draw; do not invent stats or require a new generator.",depths-rare-five-card,QUICK_RULE,Monster
depths-hex-encounters,Sölitary Depths,25; 26; 27; 28; 29; 30; 31; 32; 33,"22, 23, 24, 25, 26, 27, 28, 29, 30",Hex travel: encounter level and regional routing,Hex travel: encounter level and regional routing,Procedure,PARTIAL,P1,4,4,16,Reference Desk → rule:depths.hex-travel,indirect: Hex travel: encounter level and regional routing,no,n/a,"The quick rule explains d20 versus Encounter Level, grouping and monster reaction adjustment, but no current reference supplies all eight regional Encounter Level numbers or the unmarked-region selection guidance.",Add the eight source Encounter Levels and the small region-selection instruction to the existing travel reference.,depths-hex-encounters,QUICK_RULE,Travel; Monster
depths-regional-dungeon-alternative,Sölitary Depths,23; 24,"20, 21",Using regional tables for dungeons and special rooms,Using regional tables for dungeons and special rooms,Procedure,PRESENT_BUT_INDIRECT,P2,3,2,6,Region hub / Dungeon → Common regional route; Reference Desk → individual regional tables,indirect: Using regional tables for dungeons and special rooms,no,n/a,The component tables and regional Common encounter route are accessible. The book’s optional Trait/Discovery/Chaos recipe is not grouped beside the room-preparation reference. Current four-room policy is clearly an app choice and is not a rules error.,Add a compact optional procedure link using the existing canonical tables; no new prose generation.,depths-regional-dungeon-alternative,QUICK_RULE; CONTEXT_LINK,Dungeon; Travel
depths-lake-onda-route,Sölitary Depths,29,26,Lake Onda regional monster follow-through,Lake Onda regional monster follow-through,Source reference,PRESENT_BUT_INDIRECT,P2,3,2,6,Reference Desk → oracle:depths.region.lake_onda.monsters,indirect: Lake Onda regional monster follow-through,no,yes,"The regional d6 identity/quantity table is searchable and inspectable, but this source region has no matching RegionId hub / regional-monster action. A player must manually search the named primary creature source.",Link each verified creature identity from the result without expanding the seven-region campaign model.,depths-lake-onda-route,RESULT_LINK; MONSTER_REFERENCE,Travel; Monster
depths-bergen-chrypt-route,Sölitary Depths,31,28,Bergen Chrypt regional monster follow-through,Bergen Chrypt regional monster follow-through,Source reference,PRESENT_BUT_INDIRECT,P2,3,2,6,Reference Desk → oracle:depths.region.bergen_chrypt.monsters,indirect: Bergen Chrypt regional monster follow-through,no,yes,"The regional d6 identity/quantity table is searchable and inspectable, but this source region has no matching RegionId hub / regional-monster action. A player must manually search the named primary creature source.",Link each verified creature identity from the result without expanding the seven-region campaign model.,depths-bergen-chrypt-route,RESULT_LINK; MONSTER_REFERENCE,Travel; Monster
depths-cursed-trout-source,Sölitary Depths,29,26,Lake Onda — Cursed Trout encounter effect,Lake Onda — Cursed Trout encounter effect,Source reference,RESOLVED,—,2,1,2,Reference Desk → creature:feretory:feretory.epk.cursed-trout,yes: Lake Onda — Cursed Trout encounter effect,no,n/a,"The supplied FERETORY PDF20 / printed18 defines the complete insomnia effect and intentionally gives no HP, Morale, armor or attack. The available fixed Cursed Trout reference preserves that effect. Missing combat stats are source-faithful, not a missing book or PDF-escape need. The indirect regional-table route is audited separately.",None.,feretory:creature-cursed-trout,,Monster; Travel
aitc-microcrawl,Alöne in the Crowd,5,3,City Micro-crawl,City Micro-crawl,Procedure,PRESENT_BUT_INDIRECT,P2,4,2,8,Reference Desk → CITY CRAWL → 탐험 방식 → 마이크로 크롤,indirect: City Micro-crawl,yes,n/a,"The complete d4 street mode is present, but the exact microcrawl search has no result leading to the mode.",Add a searchable procedure alias opening the existing City action at its relevant section.,aitc-microcrawl,SEARCH_ALIAS; CONTEXT_LINK,City
aitc-derive,Alöne in the Crowd,5; 6,"3, 4",Dérive,Dérive,Procedure,PRESENT_BUT_INDIRECT,P2,4,2,8,Reference Desk → CITY CRAWL → 탐험 방식 → Dérive,indirect: Dérive,yes,n/a,"Fixed street-count travel and DR10 Strong/Weak progress are implemented, but this procedure is reached through the City workspace instead of a directly searchable use reference.",Add a searchable procedure alias opening the existing City action at its relevant section.,aitc-derive,SEARCH_ALIAS; CONTEXT_LINK,City
aitc-city-crawl,Alöne in the Crowd,6; 7,"4, 5",City Crawl,City Crawl,Procedure,PRESENT_BUT_INDIRECT,P2,4,2,8,Reference Desk → CITY CRAWL → 도시 크롤,indirect: City Crawl,yes,n/a,Searching City Crawl prioritizes the Failure table; the actual complete DR10 three-outcome procedure is in the City workspace.,Add a searchable procedure alias opening the existing City action at its relevant section.,aitc-city-crawl,SEARCH_ALIAS; CONTEXT_LINK,City
